rid,date,origin,destination,gbtt_ptd,gbtt_pta,toc_code
202403086728855,2024-03-08,KGX,EDB,1700,2124,GR
202403046728859,2024-03-04,KGX,EDB,1730,2208,GR
202403056728859,2024-03-05,KGX,EDB,1730,2208,GR
202403066728859,2024-03-06,KGX,EDB,1730,2208,GR
202403076728859,2024-03-07,KGX,EDB,1730,2208,GR
202403086728859,2024-03-08,KGX,EDB,1730,2208,GR
202403046728885,2024-03-04,KGX,EDB,1800,2220,GR
202403056728885,2024-03-05,KGX,EDB,1800,2220,GR
202403066728885,2024-03-06,KGX,EDB,1800,2220,GR
202403076728885,2024-03-07,KGX,EDB,1800,2220,GR
202403086728885,2024-03-08,KGX,EDB,1800,2220,GR
202403046728860,2024-03-04,KGX,EDB,1830,2316,GR
202403086728860,2024-03-08,KGX,EDB,1830,2316,GR
202403046728868,2024-03-04,KGX,EDB,1900,2324,GR
202403056728868,2024-03-05,KGX,EDB,1900,2324,GR
202403066728868,2024-03-06,KGX,EDB,1900,2324,GR
202403076728868,2024-03-07,KGX,EDB,1900,2324,GR
202403086728868,2024-03-08,KGX,EDB,1900,2324,GR
202403116728789,2024-03-11,KGX,ABD,1600,2020,GR
202403126728789,2024-03-12,KGX,ABD,1600,2020,GR
202403136728789,2024-03-13,KGX,ABD,1600,2020,GR
202403146728789,2024-03-14,KGX,ABD,1600,2020,GR
202403156728789,2024-03-15,KGX,ABD,1600,2020,GR
202403116728837,2024-03-11,KGX,EDB,1630,2114,GR
202403126728837,2024-03-12,KGX,EDB,1630,2114,GR
202403136728837,2024-03-13,KGX,EDB,1630,2114,GR
202403146728837,2024-03-14,KGX,EDB,1630,2114,GR
202403156728837,2024-03-15,KGX,EDB,1630,2114,GR
202403116728855,2024-03-11,KGX,EDB,1700,2124,GR
202403126728855,2024-03-12,KGX,EDB,1700,2124,GR
202403136728855,2024-03-13,KGX,EDB,1700,2124,GR
202403146728855,2024-03-14,KGX,EDB,1700,2124,GR
202403156728855,2024-03-15,KGX,EDB,1700,2124,GR
202403116728859,2024-03-11,KGX,EDB,1730,2208,GR
202403126728859,2024-03-12,KGX,EDB,1730,2208,GR
202403146728859,2024-03-14,KGX,EDB,1730,2208,GR
202403156728859,2024-03-15,KGX,EDB,1730,2208,GR
202403116728885,2024-03-11,KGX,EDB,1800,2220,GR
202403126728885,2024-03-12,KGX,EDB,1800,2220,GR
202403146728885,2024-03-14,KGX,EDB,1800,2220,GR
202403156728885,2024-03-15,KGX,EDB,1800,2220,GR
202403116728860,2024-03-11,KGX,EDB,1830,2316,GR
202403126728860,2024-03-12,KGX,EDB,1830,2316,GR
202403136728860,2024-03-13,KGX,EDB,1830,2316,GR
202403146728860,2024-03-14,KGX,EDB,1830,2316,GR
202403156728860,2024-03-15,KGX,EDB,1830,2316,GR
202403116728868,2024-03-11,KGX,EDB,1900,2324,GR
202403126728868,2024-03-12,KGX,EDB,1900,2324,GR
202403136728868,2024-03-13,KGX,EDB,1900,2324,GR
202403146728868,2024-03-14,KGX,EDB,1900,2324,GR
202403156728868,2024-03-15,KGX,EDB,1900,2324,GR
202403186728789,2024-03-18,KGX,ABD,1600,2020,GR
202403206728789,2024-03-20,KGX,ABD,1600,2020,GR
202403216728789,2024-03-21,KGX,ABD,1600,2020,GR
202403226728789,2024-03-22,KGX,ABD,1600,2020,GR
202403186728837,2024-03-18,KGX,EDB,1630,2114,GR
202403206728837,2024-03-20,KGX,EDB,1630,2114,GR
202403216728837,2024-03-21,KGX,EDB,1630,2114,GR
202403226728837,2024-03-22,KGX,EDB,1630,2114,GR
202403186728855,2024-03-18,KGX,EDB,1700,2124,GR
202403206728855,2024-03-20,KGX,EDB,1700,2124,GR
202403216728855,2024-03-21,KGX,EDB,1700,2124,GR
202403226728855,2024-03-22,KGX,EDB,1700,2124,GR
202403186728859,2024-03-18,KGX,EDB,1730,2208,GR
202403206728859,2024-03-20,KGX,EDB,1730,2208,GR
202403216728859,2024-03-21,KGX,EDB,1730,2208,GR
202403226728859,2024-03-22,KGX,EDB,1730,2208,GR
202403186728885,2024-03-18,KGX,EDB,1800,2220,GR
202403206728885,2024-03-20,KGX,EDB,1800,2220,GR
202403216728885,2024-03-21,KGX,EDB,1800,2220,GR
202403226728885,2024-03-22,KGX,EDB,1800,2220,GR
202403186728860,2024-03-18,KGX,EDB,1830,2316,GR
202403206728860,2024-03-20,KGX,EDB,1830,2316,GR
202403216728860,2024-03-21,KGX,EDB,1830,2316,GR
202403226728860,2024-03-22,KGX,EDB,1830,2316,GR
202403186728868,2024-03-18,KGX,EDB,1900,2324,GR
202403206728868,2024-03-20,KGX,EDB,1900,2324,GR
