rid,date,origin,destination,gbtt_ptd,gbtt_pta,toc_code
202502186771580,2025-02-18,KGX,EDB,1730,2208,GR
202502126771583,2025-02-12,KGX,EDB,1800,2220,GR
202502136771583,2025-02-13,KGX,EDB,1800,2220,GR
202502146771583,2025-02-14,KGX,EDB,1800,2220,GR
202502176771583,2025-02-17,KGX,EDB,1800,2220,GR
202502186771583,2025-02-18,KGX,EDB,1800,2220,GR
202502126771586,2025-02-12,KGX,EDB,1830,2316,GR
202502136771586,2025-02-13,KGX,EDB,1830,2316,GR
202502146771586,2025-02-14,KGX,EDB,1830,2316,GR
202502176771586,2025-02-17,KGX,EDB,1830,2316,GR
202502186771586,2025-02-18,KGX,EDB,1830,2316,GR
202502126771588,2025-02-12,KGX,EDB,1900,2324,GR
202502136771588,2025-02-13,KGX,EDB,1900,2324,GR
202502146771588,2025-02-14,KGX,EDB,1900,2324,GR
202502176771588,2025-02-17,KGX,EDB,1900,2324,GR
202502186771588,2025-02-18,KGX,EDB,1900,2324,GR
202502196771602,2025-02-19,KGX,ABD,1600,2020,GR
202502206771602,2025-02-20,KGX,ABD,1600,2020,GR
202502216771602,2025-02-21,KGX,ABD,1600,2020,GR
202502246771602,2025-02-24,KGX,ABD,1600,2020,GR
202502256771602,2025-02-25,KGX,ABD,1600,2020,GR
202502196771574,2025-02-19,KGX,EDB,1630,2114,GR
202502206771574,2025-02-20,KGX,EDB,1630,2114,GR
202502216771574,2025-02-21,KGX,EDB,1630,2114,GR
202502246771574,2025-02-24,KGX,EDB,1630,2114,GR
202502256771574,2025-02-25,KGX,EDB,1630,2114,GR
202502196771577,2025-02-19,KGX,EDB,1700,2125,GR
202502206771577,2025-02-20,KGX,EDB,1700,2125,GR
202502216771577,2025-02-21,KGX,EDB,1700,2125,GR
202502246771577,2025-02-24,KGX,EDB,1700,2125,GR
202502256771577,2025-02-25,KGX,EDB,1700,2125,GR
202502196771580,2025-02-19,KGX,EDB,1730,2208,GR
202502206771580,2025-02-20,KGX,EDB,1730,2208,GR
202502216771580,2025-02-21,KGX,EDB,1730,2208,GR
202502246771580,2025-02-24,KGX,EDB,1730,2208,GR
202502256771580,2025-02-25,KGX,EDB,1730,2208,GR
202502196771583,2025-02-19,KGX,EDB,1800,2220,GR
202502206771583,2025-02-20,KGX,EDB,1800,2220,GR
202502216771583,2025-02-21,KGX,EDB,1800,2220,GR
202502246771583,2025-02-24,KGX,EDB,1800,2220,GR
202502256771583,2025-02-25,KGX,EDB,1800,2220,GR
202502196771586,2025-02-19,KGX,EDB,1830,2316,GR
202502206771586,2025-02-20,KGX,EDB,1830,2316,GR
202502216771586,2025-02-21,KGX,EDB,1830,2316,GR
202502246771586,2025-02-24,KGX,EDB,1830,2316,GR
202502256771586,2025-02-25,KGX,EDB,1830,2316,GR
202502196771588,2025-02-19,KGX,EDB,1900,2324,GR
202502206771588,2025-02-20,KGX,EDB,1900,2324,GR
202502216771588,2025-02-21,KGX,EDB,1900,2324,GR
202502246771588,2025-02-24,KGX,EDB,1900,2324,GR
202502256771588,2025-02-25,KGX,EDB,1900,2324,GR
202502266771602,2025-02-26,KGX,ABD,1600,2020,GR
202502276771602,2025-02-27,KGX,ABD,1600,2020,GR
202502286771602,2025-02-28,KGX,ABD,1600,2020,GR
202503036771602,2025-03-03,KGX,ABD,1600,2020,GR
202503046771602,2025-03-04,KGX,ABD,1600,2020,GR
202502266771574,2025-02-26,KGX,EDB,1630,2114,GR
202502276771574,2025-02-27,KGX,EDB,1630,2114,GR
202502286771574,2025-02-28,KGX,EDB,1630,2114,GR
202503036771574,2025-03-03,KGX,EDB,1630,2114,GR
202503046771574,2025-03-04,KGX,EDB,1630,2114,GR
202502266771577,2025-02-26,KGX,EDB,1700,2125,GR
202502276771577,2025-02-27,KGX,EDB,1700,2125,GR
202502286771577,2025-02-28,KGX,EDB,1700,2125,GR
202503036771577,2025-03-03,KGX,EDB,1700,2125,GR
202503046771577,2025-03-04,KGX,EDB,1700,2125,GR
202502266771580,2025-02-26,KGX,EDB,1730,2208,GR
202502276771580,2025-02-27,KGX,EDB,1730,2208,GR
202503036771580,2025-03-03,KGX,EDB,1730,2208,GR
202503046771580,2025-03-04,KGX,EDB,1730,2208,GR
202502266771583,2025-02-26,KGX,EDB,1800,2220,GR
202502276771583,2025-02-27,KGX,EDB,1800,2220,GR
202502286771583,2025-02-28,KGX,EDB,1800,2220,GR
202503036771583,2025-03-03,KGX,EDB,1800,2220,GR
202503046771583,2025-03-04,KGX,EDB,1800,2220,GR
202502266771586,2025-02-26,KGX,EDB,1830,2316,GR
202502276771586,2025-02-27,KGX,EDB,1830,2316,GR
202502286771586,2025-02-28,KGX,EDB,1830,2316,GR
202503036771586,2025-03-03,KGX,EDB,1830,2316,GR
202502266771588,2025-02-26,KGX,EDB,1900,2324,GR
202502276771588,2025-02-27,KGX,EDB,1900,2324,GR
202503036771588,2025-03-03,KGX,EDB,1900,2324,GR
202503126771602,2025-03-12,KGX,ABD,1600,2020,GR
202503136771602,2025-03-13,KGX,ABD,1600,2020,GR
202503146771602,2025-03-14,KGX,ABD,1600,2020,GR
202503176771602,2025-03-17,KGX,ABD,1600,2020,GR
202503186771602,2025-03-18,KGX,ABD,1600,2020,GR
202503126771574,2025-03-12,KGX,EDB,1630,2114,GR
202503136771574,2025-03-13,KGX,EDB,1630,2114,GR
202503146771574,2025-03-14,KGX,EDB,1630,2114,GR
202503176771574,2025-03-17,KGX,EDB,1630,2114,GR
202503186771574,2025-03-18,KGX,EDB,1630,2114,GR
202503126771577,2025-03-12,KGX,EDB,1700,2125,GR
202503136771577,2025-03-13,KGX,EDB,1700,2125,GR
202503146771577,2025-03-14,KGX,EDB,1700,2125,GR
202503176771577,2025-03-17,KGX,EDB,1700,2125,GR
202503186771577,2025-03-18,KGX,EDB,1700,2125,GR
202503126771580,2025-03-12,KGX,EDB,1730,2208,GR
202503136771580,2025-03-13,KGX,EDB,1730,2208,GR
202503146771580,2025-03-14,KGX,EDB,1730,2208,GR
202503176771580,2025-03-17,KGX,EDB,1730,2208,GR
202503186771580,2025-03-18,KGX,EDB,1730,2208,GR
202503126771583,2025-03-12,KGX,EDB,1800,2220,GR
202503136771583,2025-03-13,KGX,EDB,1800,2220,GR
202503146771583,2025-03-14,KGX,EDB,1800,2220,GR
202503176771583,2025-03-17,KGX,EDB,1800,2220,GR
202503186771583,2025-03-18,KGX,EDB,1800,2220,GR
202503126771586,2025-03-12,KGX,EDB,1830,2316,GR
202503136771586,2025-03-13,KGX,EDB,1830,2316,GR
202503146771586,2025-03-14,KGX,EDB,1830,2316,GR
202503176771586,2025-03-17,KGX,EDB,1830,2316,GR
202503186771586,2025-03-18,KGX,EDB,1830,2316,GR
202503126771588,2025-03-12,KGX,EDB,1900,2324,GR
202503136771588,2025-03-13,KGX,EDB,1900,2324,GR
202503146771588,2025-03-14,KGX,EDB,1900,2324,GR
202503176771588,2025-03-17,KGX,EDB,1900,2324,GR
202503186771588,2025-03-18,KGX,EDB,1900,2324,GR
202503196771602,2025-03-19,KGX,ABD,1600,2020,GR
202503206771602,2025-03-20,KGX,ABD,1600,2020,GR
202503216771602,2025-03-21,KGX,ABD,1600,2020,GR
202503246771602,2025-03-24,KGX,ABD,1600,2020,GR
202503256771602,2025-03-25,KGX,ABD,1600,2020,GR
202503196771574,2025-03-19,KGX,EDB,1630,2114,GR
202503206771574,2025-03-20,KGX,EDB,1630,2114,GR
202503216771574,2025-03-21,KGX,EDB,1630,2114,GR
202503246771574,2025-03-24,KGX,EDB,1630,2114,GR
202503256771574,2025-03-25,KGX,EDB,1630,2114,GR
202503196771577,2025-03-19,KGX,EDB,1700,2125,GR
202503206771577,2025-03-20,KGX,EDB,1700,2125,GR
202503216771577,2025-03-21,KGX,EDB,1700,2125,GR
202503246771577,2025-03-24,KGX,EDB,1700,2125,GR
202503256771577,2025-03-25,KGX,EDB,1700,2125,GR
202503196771580,2025-03-19,KGX,EDB,1730,2208,GR
202503206771580,2025-03-20,KGX,EDB,1730,2208,GR
202503216771580,2025-03-21,KGX,EDB,1730,2208,GR
202503246771580,2025-03-24,KGX,EDB,1730,2208,GR
202503256771580,2025-03-25,KGX,EDB,1730,2208,GR
202503196771583,2025-03-19,KGX,EDB,1800,2220,GR
202503206771583,2025-03-20,KGX,EDB,1800,2220,GR
202503216771583,2025-03-21,KGX,EDB,1800,2220,GR
202503246771583,2025-03-24,KGX,EDB,1800,2220,GR
202503256771583,2025-03-25,KGX,EDB,1800,2220,GR
202503196771586,2025-03-19,KGX,EDB,1830,2316,GR
202503206771586,2025-03-20,KGX,EDB,1830,2316,GR
202503216771586,2025-03-21,KGX,EDB,1830,2316,GR
202503246771586,2025-03-24,KGX,EDB,1830,2316,GR
202503256771586,2025-03-25,KGX,EDB,1830,2316,GR
202503196771588,2025-03-19,KGX,EDB,1900,2324,GR
202503206771588,2025-03-20,KGX,EDB,1900,2324,GR
202503216771588,2025-03-21,KGX,EDB,1900,2324,GR
202503246771588,2025-03-24,KGX,EDB,1900,2324,GR
202503256771588,2025-03-25,KGX,EDB,1900,2324,GR
202504026771602,2025-04-02,KGX,ABD,1600,2020,GR
202504036771602,2025-04-03,KGX,ABD,1600,2020,GR
202504046771602,2025-04-04,KGX,ABD,1600,2020,GR
202504076771602,2025-04-07,KGX,ABD,1600,2020,GR
202504086771602,2025-04-08,KGX,ABD,1600,2020,GR
202504026771574,2025-04-02,KGX,EDB,1630,2114,GR
202504036771574,2025-04-03,KGX,EDB,1630,2114,GR
202504046771574,2025-04-04,KGX,EDB,1630,2114,GR
202504076771574,2025-04-07,KGX,EDB,1630,2114,GR
202504086771574,2025-04-08,KGX,EDB,1630,2114,GR
202504026771577,2025-04-02,KGX,EDB,1700,2125,GR
202504036771577,2025-04-03,KGX,EDB,1700,2125,GR
202504046771577,2025-04-04,KGX,EDB,1700,2125,GR
202504076771577,2025-04-07,KGX,EDB,1700,2125,GR
202504086771577,2025-04-08,KGX,EDB,1700,2125,GR
202504026771580,2025-04-02,KGX,EDB,1730,2208,GR
202504036771580,2025-04-03,KGX,EDB,1730,2208,GR
202504046771580,2025-04-04,KGX,EDB,1730,2208,GR
202504076771580,2025-04-07,KGX,EDB,1730,2208,GR
202504086771580,2025-04-08,KGX,EDB,1730,2208,GR
202504026771583,2025-04-02,KGX,EDB,1800,2220,GR
202504036771583,2025-04-03,KGX,EDB,1800,2220,GR
202504046771583,2025-04-04,KGX,EDB,1800,2220,GR
202504076771583,2025-04-07,KGX,EDB,1800,2220,GR
202504026771586,2025-04-02,KGX,EDB,1830,2316,GR
202504036771586,2025-04-03,KGX,EDB,1830,2316,GR
202504046771586,2025-04-04,KGX,EDB,1830,2316,GR
202504076771586,2025-04-07,KGX,EDB,1830,2316,GR
202504026771588,2025-04-02,KGX,EDB,1900,2324,GR
202504036771588,2025-04-03,KGX,EDB,1900,2324,GR
202504046771588,2025-04-04,KGX,EDB,1900,2324,GR
202504076771588,2025-04-07,KGX,EDB,1900,2324,GR
202504096771602,2025-04-09,KGX,ABD,1600,2020,GR
202504106771602,2025-04-10,KGX,ABD,1600,2020,GR
202504116771602,2025-04-11,KGX,ABD,1600,2020,GR
202504146771602,2025-04-14,KGX,ABD,1600,2020,GR
202504156771602,2025-04-15,KGX,ABD,1600,2020,GR
202504096771574,2025-04-09,KGX,EDB,1630,2114,GR
202504106771574,2025-04-10,KGX,EDB,1630,2114,GR
202504116771574,2025-04-11,KGX,EDB,1630,2114,GR
202504146771574,2025-04-14,KGX,EDB,1630,2114,GR
202504156771574,2025-04-15,KGX,EDB,1630,2114,GR
202504096771577,2025-04-09,KGX,EDB,1700,2125,GR
202504106771577,2025-04-10,KGX,EDB,1700,2125,GR
202504116771577,2025-04-11,KGX,EDB,1700,2125,GR
202504146771577,2025-04-14,KGX,EDB,1700,2125,GR
202504156771577,2025-04-15,KGX,EDB,1700,2125,GR
202504096771580,2025-04-09,KGX,EDB,1730,2208,GR
202504106771580,2025-04-10,KGX,EDB,1730,2208,GR
202504116771580,2025-04-11,KGX,EDB,1730,2208,GR
202504146771580,2025-04-14,KGX,EDB,1730,2208,GR
202504156771580,2025-04-15,KGX,EDB,1730,2208,GR
202504096771583,2025-04-09,KGX,EDB,1800,2220,GR
202504106771583,2025-04-10,KGX,EDB,1800,2220,GR
202504116771583,2025-04-11,KGX,EDB,1800,2220,GR
202504146771583,2025-04-14,KGX,EDB,1800,2220,GR
202504156771583,2025-04-15,KGX,EDB,1800,2220,GR
202504096771586,2025-04-09,KGX,EDB,1830,2316,GR
202504106771586,2025-04-10,KGX,EDB,1830,2316,GR
202504116771586,2025-04-11,KGX,EDB,1830,2316,GR
202504146771586,2025-04-14,KGX,EDB,1830,2316,GR
202504156771586,2025-04-15,KGX,EDB,1830,2316,GR
202504096771588,2025-04-09,KGX,EDB,1900,2324,GR
202504106771588,2025-04-10,KGX,EDB,1900,2324,GR
202504116771588,2025-04-11,KGX,EDB,1900,2324,GR
202504146771588,2025-04-14,KGX,EDB,1900,2324,GR
202504156771588,2025-04-15,KGX,EDB,1900,2324,GR
202504166771602,2025-04-16,KGX,ABD,1600,2020,GR
202504176771602,2025-04-17,KGX,ABD,1600,2020,GR
202504186771602,2025-04-18,KGX,ABD,1600,2020,GR
202504216771602,2025-04-21,KGX,ABD,1600,2020,GR
202504226771602,2025-04-22,KGX,ABD,1600,2020,GR
202504166771574,2025-04-16,KGX,EDB,1630,2114,GR
202504176771574,2025-04-17,KGX,EDB,1630,2114,GR
202504186771574,2025-04-18,KGX,EDB,1630,2114,GR
202504216771574,2025-04-21,KGX,EDB,1630,2114,GR
202504226771574,2025-04-22,KGX,EDB,1630,2114,GR
202504166771577,2025-04-16,KGX,EDB,1700,2125,GR
202504176771577,2025-04-17,KGX,EDB,1700,2125,GR
202504186771577,2025-04-18,KGX,EDB,1700,2125,GR
202504216771577,2025-04-21,KGX,EDB,1700,2125,GR
202504226771577,2025-04-22,KGX,EDB,1700,2125,GR
202504166771580,2025-04-16,KGX,EDB,1730,2208,GR
202504176771580,2025-04-17,KGX,EDB,1730,2208,GR
202504186771580,2025-04-18,KGX,EDB,1730,2208,GR
202504216771580,2025-04-21,KGX,EDB,1730,2208,GR
202504226771580,2025-04-22,KGX,EDB,1730,2208,GR
202504166771583,2025-04-16,KGX,EDB,1800,2220,GR
202504176771583,2025-04-17,KGX,EDB,1800,2220,GR
202504186771583,2025-04-18,KGX,EDB,1800,2220,GR
202504216771583,2025-04-21,KGX,EDB,1800,2220,GR
202504226771583,2025-04-22,KGX,EDB,1800,2220,GR
202504166771586,2025-04-16,KGX,EDB,1830,2316,GR
202504176771586,2025-04-17,KGX,EDB,1830,2316,GR
202504186771586,2025-04-18,KGX,EDB,1830,2316,GR
202504216771586,2025-04-21,KGX,EDB,1830,2316,GR
202504226771586,2025-04-22,KGX,EDB,1830,2316,GR
202504166771588,2025-04-16,KGX,EDB,1900,2324,GR
202504176771588,2025-04-17,KGX,EDB,1900,2324,GR
202504186771588,2025-04-18,KGX,EDB,1900,2324,GR
202504216771588,2025-04-21,KGX,EDB,1900,2324,GR
202504226771588,2025-04-22,KGX,EDB,1900,2324,GR
202504236771602,2025-04-23,KGX,ABD,1600,2020,GR
202504246771602,2025-04-24,KGX,ABD,1600,2020,GR
202504256771602,2025-04-25,KGX,ABD,1600,2020,GR
202504286771602,2025-04-28,KGX,ABD,1600,2020,GR
202504296771602,2025-04-29,KGX,ABD,1600,2020,GR
202504236771574,2025-04-23,KGX,EDB,1630,2114,GR
202504246771574,2025-04-24,KGX,EDB,1630,2114,GR
202504256771574,2025-04-25,KGX,EDB,1630,2114,GR
202504286771574,2025-04-28,KGX,EDB,1630,2114,GR
202504296771574,2025-04-29,KGX,EDB,1630,2114,GR
202504236771577,2025-04-23,KGX,EDB,1700,2125,GR
202504246771577,2025-04-24,KGX,EDB,1700,2125,GR
202504256771577,2025-04-25,KGX,EDB,1700,2125,GR
202504286771577,2025-04-28,KGX,EDB,1700,2125,GR
202504296771577,2025-04-29,KGX,EDB,1700,2125,GR
202504236771580,2025-04-23,KGX,EDB,1730,2208,GR
202504246771580,2025-04-24,KGX,EDB,1730,2208,GR
